Serial No.,DeviceId,StartTime,spd_bn,po_name,po_code,Newpo_code,spd_res_name,spd_vill,vill_tow_name,near_place,po_pri_nu,spd_emu_info,enu_name,enu_code,sup_name,sup_code,gp_inf_cons,disp_info_cons,now_name,gp_start,gp_part1,q1,q2,q3,q4,q5,q6,gp_part1_ter1,gp_part2,q9,q9_1,q10,q11,q12,q12_1,q12_oth,q13,gp_part3,q14,q15,q16,spd_q17,q17,q17_1,q17_2,q17_3,q17_4,q17_5,q17_6,q17_7,q17_8,gp_part4,q18,q18_oth,q19,q20,q20_oth,q21,q22,q23,spd_24,q24,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q25,q26,gp_part5,q27,q28,q29,q30,q31,q32,gp_part6,q33,q34,q35,q36,gp_part7,q37,q37_oth,q38,q39,q39_oth,q40,q40_oth,q41,q42,q43,gp_part8,p8,flr1,flr2,flr3,gp_part9,q44,q44_oth,q45,q45_oth,q46,q46_oth,q47,spd_q48,q48_disp,q48_1,q48_2,q48_3,q48_4,q48_5,q48_6,q48_7,q48_8,q48_9,q48_10,q48_11,q48_12,q48_13,q48_14,q48_15,q48_16,q48_17,q48_18,q48_19,q48_20,q48_21,q48_22,q48_23,q48_24,gp_part9a,part9a_q51,part9a_q52,part9a_q53,gp_part9b,part9b_q51,part9b_q52,part9b_q53,resut,KEY,PARENT_KEY,KEY-data
390,9.12E+14,2019-04-23T12:14:36.254+05:30,,Central school powerganj no:-1,63,63,,,Bairagee,Sanjay Gandhi mahila college,4,,Sumit Kumar,12,Chandan kumar,2,,,1,,,1,1,1,1,1,2,,,41,41,1,2,999,999,Tata namak company,12,,3,2,2,,,3,3,3,3,3,3,3,3,,1 2,,2,4 9,,2,1,2,,,1,1,1,1,1,1,2,3,,2,1,5,2,2,3,,2,2,1,98,,1,,1,1,,1,,3,1,1,,1,,,,,1,,999,Baniya,1,,3,,,1,1,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,3,98,2,,,,,1,data[390]/data[1],data[390],data[390]/data
391,9.12E+14,2019-04-23T12:23:09.252+05:30,,Central schools powerganj no:-1,63,63,,,Bairagi,Behind Central schools,5,,Sumit Kumar,12,Chandan kumar,2,,,1,,,1,1,1,2,1,2,,,42,42,1,2,53,53,,2,,2,2,2,,,2,1,2,3,3,1,2,1,,21,,4,9,,3,3,1,,,1,3,1,1,3,1,5,4,,2,1,5,1,3,5,,98,98,1,98,,1,,1,1,,1,,3,1,2,,2,,,,,1,,17,,4,,3,,,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,,,,,,3,98,2,1,data[391]/data[1],data[391],data[391]/data
392,9.12E+14,2019-04-23T12:33:35.409+05:30,,Central school powerganj no:-1,63,63,,,Bairagee,Sanjay Gandhi mahila college,6,,Sumit Kumar,12,Chandan kumar,2,,,1,,,1,1,2,2,1,2,,,31,31,1,2,999,999,Private,12,,3,2,2,,,3,3,3,3,3,3,3,3,,1 2,,2,6 7,,2,4,,,,1,3,1,1,1,1,3,1,,2,1,5,2,2,2,,1,2,1,98,,1,,1,1,,1,,4,1,1,,3,,,,,1,,24,,4,,3,,,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,1,1,,,,,,,,,1,data[392]/data[1],data[392],data[392]/data
393,9.12E+14,2019-04-23T12:41:21.939+05:30,,Central schools powerganj no:-1,63,63,,,Bairagee,Harijan mandir me paas,7,,Sumit Kumar,12,Chandan kumar,2,,,1,,,1,1,1,2,1,2,,,38,38,1,2,999,999,Van driver,2,,3,2,2,,,1,1,2,3,2,1,3,1,,14,,3,11,,2,4,,,,1,3,2,3,3,1,5,3,,2,1,5,2,1,1,,98,2,1,98,,1,,1,1,,1,,4,1,1,,1,,,,,1,,999,Kandu,4,,3,,,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,3,98,98,,,,,1,data[393]/data[1],data[393],data[393]/data
394,9.12E+14,2019-04-23T12:50:01.464+05:30,,Central school powerganj no:-1,63,63,,,Bairagi,Harijan mandir,8,,Sumit Kumar,12,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,28,28,1,1,59,59,,10,,3,1,1,,,3,3,3,3,3,1,3,3,,1 2,,2,5 8,,1,6,,,,1,1,1,1,1,1,1,2,,2,1,5,2,2,3,,2,98,1,98,,1,,1,1,,1,,4,1,1,,2,,,,,1,,1,,1,,3,,,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,,,,,,99,2,2,1,data[394]/data[1],data[394],data[394]/data
395,9.12E+14,2019-04-23T12:57:50.013+05:30,,Central school powerganj no:-1,63,63,,,Bairagee,Harijan mandir ke paas,9,,Sumit Kumar,12,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,45,45,1,2,999,999,Private,12,,2,1,2,,,3,3,3,3,3,3,3,2,,1 3,,2,2 5,,1,4,,,,1,1,1,1,1,1,4,2,,2,1,5,2,2,3,,1,98,1,1,,1,,1,1,,1,,4,2,1,,3,,,,,1,,4,,1,,3,,,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,,,,,,,,,1,data[395]/data[1],data[395],data[395]/data
396,9.12E+14,2019-04-23T13:05:00.015+05:30,,Central school powerganj no:-1,63,63,,,Bairagi,Behind sanjay Gandhi mahila college,10,,Sumit Kumar,12,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,34,34,1,2,999,999,Private job,6,,3,2,2,,,1,1,2,3,2,1,1,1,,2,,3,9,,1,3,1,,,1,2,1,1,98,1,7,4,,2,1,1,2,2,2,,2,98,1,98,,1,,2,1,,1,,4,1,2,,1,,,,,1,,12,,4,,3,,,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,,3,2,2,,,,,1,data[396]/data[1],data[396],data[396]/data
397,9.12E+14,2019-04-23T13:17:21.989+05:30,,Central school powerganj no:-1,63,63,,,Bairagi,Central school,63,,Sumit Kumar,12,Chandan kumat,2,,,1,,,1,1,1,1,1,2,,,34,34,1,2,999,999,Private,2,,3,2,2,,,1,2,2,3,2,3,2,1,,2,,3,7 8,,2,4,,,,1,3,1,1,3,1,4,3,,2,1,5,1,1,1,,2,98,1,98,,1,,1,1,,1,,4,1,2,,2,,,,,1,,999,Kandu,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,98,98,98,1,data[397]/data[1],data[397],data[397]/data
398,9.12E+14,2019-04-23T15:25:50.981+05:30,,Central schools powerganj no:-1,63,63,,,Bairagi,Sanjay Gandhi mahila college,12,,Sumit Kumar,12,Chandan,2,,,1,,,1,1,1,1,1,1,,,26,26,1,2,999,999,Private,9,,1,1,2,,,3,3,3,3,3,3,3,3,,2,,1,8 9,,1,3,1,,,1,1,1,1,1,1,3,1,,2,1,5,2,2,3,,1,2,1,1,,1,,1,1,,1,,4,1,1,,3,,,,,1,,999,Teli,1,,3,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,1,data[398]/data[1],data[398],data[398]/data
399,9.12E+14,2019-04-23T11:14:27.455+05:30,,Kendriye vidhaly 1,61,61,,,KUmahar toli,P.n.b.bank ke piche bairagi,6,,Suraj kumar,5,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,21,21,1,1,999,999,Kaimra clate hai,5,,4,2,2,,,3,3,3,3,2,3,3,3,,1 3,,2,8 9,,2,1,1,,,2,2,2,3,2,2,1,2,,2,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,3,1,1,,3,,,,,1,,18,,4,,3,,,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,,,,,,,,,1,data[399]/data[1],data[399],data[399]/data
400,9.12E+14,2019-04-23T11:29:05.677+05:30,,Kendhriye vidhiyaly 1,61,61,,,Kumhar toli,P.nb bank ke piche pabrganj,7,,Suraj kumar,5,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,22,22,1,1,59,59,,12,,4,1,2,,,3,3,3,3,3,3,3,3,,3 4,,2,1 9,,2,1,2,,,2,2,2,2,2,2,1,2,,2,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,3,1,1,,1,,,,,1,,18,,4,,3,,,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,,98,2,1,,,,,1,data[400]/data[1],data[400],data[400]/data
401,9.12E+14,2019-04-23T11:49:17.053+05:30,,Kendriye vidhiyaly 1,61,61,,,Kumhar toli,P.n.b bank ke samne bairagi,8,,Suraj kumar,5,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,23,23,1,2,59,59,,12,,5,1,1,,,3,3,3,3,3,1,3,3,,3 4,,2,3 9,,2,1,2,,,2,2,2,2,2,2,1,2,,2,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,3,1,1,,2,,,,,1,,18,,4,,3,,,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,,,,,,98,2,1,1,data[401]/data[1],data[401],data[401]/data
402,9.12E+14,2019-04-23T12:04:34.515+05:30,,Kendriye vidhiyaly 1,61,61,,,Kumhar toli,Samacar pras ke ago me,9,,Suraj kumar,5,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,25,25,1,1,59,59,,12,,5,1,2,,,3,3,3,3,3,1,3,3,,3 4,,2,1 9,,2,1,1,,,2,2,2,2,1,2,1,2,,2,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,3,1,1,,3,,,,,1,,29,,2,,2,,,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,1,,,,,,,,,1,data[402]/data[1],data[402],data[402]/data
403,9.12E+14,2019-04-23T12:17:39.987+05:30,,Kendriye vidhiyaly 1,61,61,,,Kumhar toli,P.n.b bank e piche bairagi,10,,Suraj kumar,5,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,28,28,1,2,59,59,,12,,5,1,2,,,3,3,3,3,2,1,3,3,,3 4,,2,6 9,,2,1,1,,,2,2,2,2,2,2,1,2,,2,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,3,1,1,,1,,,,,1,,18,,4,,3,,,1,2,2,2,1,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,2,1,2,2,,98,2,1,,,,,1,data[403]/data[1],data[403],data[403]/data
404,9.12E+14,2019-04-23T12:32:38.744+05:30,,Kendriye vidhiyaly 1,61,61,,,Kumhar toli,P.n.b.bank gali,11,,Suraj kumar,5,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,24,24,1,1,59,59,,9,,4,1,2,,,3,3,3,3,3,1,3,3,,3 4,,2,1 9,,2,1,1,,,2,2,2,2,2,2,1,2,,2,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,3,1,1,,2,,,,,1,,18,,4,,3,,,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,2,,,,,,1,2,1,1,data[404]/data[1],data[404],data[404]/data
405,9.12E+14,2019-04-23T12:46:03.404+05:30,,Kendriye vidhiyaly 1,61,61,,,Kumhar toli,P.n.b bank ke bagal me,12,,Suraj kumar,5,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,50,50,1,2,999,999,Chaki mil,6,,5,2,2,,,3,3,3,3,2,1,3,3,,4 7,,2,8 9,,2,1,1,,,2,2,2,2,2,2,1,2,,2,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,3,1,1,,3,,,,,1,,999,Teli,4,,3,,,1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2,1,1,2,1,,,,,,,,,1,data[405]/data[1],data[405],data[405]/data
406,9.12E+14,2019-04-23T12:58:49.935+05:30,,Kendriye vidhiyaly1,62,62,,,Paip gali,Gopal shah ke dukan galime,9,,Suraj kumar,5,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,42,42,1,2,999,999,Paribet kam,12,,4,2,2,,,3,3,3,3,3,1,3,3,,3 4,,2,3 9,,2,1,1,,,2,2,2,2,2,2,1,2,,2,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,3,1,1,,1,,,,,1,,3,,1,,3,,,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,,3,2,1,,,,,1,data[406]/data[1],data[406],data[406]/data
407,9.12E+14,2019-04-23T13:16:44.453+05:30,,Central schools powerganj no:-,62,62,,,Pipe gali,Gopal sao ke paas,10,,Suraj kumar,5,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,19,19,1,1,999,999,Garment,2,,2,1,2,,,1,2,1,3,3,3,2,1,,21,,98,20,,98,6,,,,1,3,98,1,3,3,4,4,,2,1,4,2,98,98,,98,98,1,98,,1,,1,1,,1,,3,1,1,,1,,,,,1,,12,,4,,3,,,1,2,2,2,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,98,98,98,,,,,1,data[407]/data[1],data[407],data[407]/data
408,9.12E+14,2019-04-23T13:29:19.849+05:30,,Central schools power ganj no:-1,62,62,,,Pipe gali airagee,Gopal sahu,11,,Suraj Kumar,5,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,18,18,1,1,999,999,Private job,9,,1,2,2,,,2,2,2,2,2,2,2,2,,1,,2,8 9,,1,5,,,,1,2,1,1,1,1,5,3,,2,1,5,2,2,2,,2,98,1,98,,1,,1,1,,1,,3,1,1,,2,,,,,1,,12,,4,,3,,,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,,,,,,98,2,1,1,data[408]/data[1],data[408],data[408]/data
409,9.12E+14,2019-04-23T13:40:39.739+05:30,,Central schools power ganj no::-1,62,62,,,Pipeline gali,Gopal sao,12,,Suraj Kumar,5,Chandan km,2,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,8,,1,2,2,,,3,3,3,3,3,1,3,3,,1 2,,3,4 5,,1,2,1,,,1,3,1,1,1,1,4,4,,2,1,5,2,1,3,,2,98,1,98,,1,,1,1,,1,,3,1,1,,3,,,,,1,,29,,2,,3,,,1,2,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,,,,,,,,,1,data[409]/data[1],data[409],data[409]/data
410,8.69E+14,2019-04-23T09:20:30.510+05:30,,Hara Chandra ucch vidyala,75,75,,,Kirani ghat,Rt,1,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,29,29,1,1,23,23,,12,,5,1,2,,,3,2,2,2,2,1,3,1,,2,,2,1,,1,1,1,,,1,2,2,1,2,1,2,98,,2,1,5,2,98,3,,2,98,1,98,,1,,2,1,,1,,3,1,1,,2,,,,,1,,999,None,4,,3,,,1,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,,,,,,2,2,1,1,data[410]/data[1],data[410],data[410]/data
411,8.69E+14,2019-04-23T09:40:06.907+05:30,,Haranchandra ucc vidiyala,75,75,,,Kirani ghat,Agrasen bhawan,2,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,20,20,1,1,60,60,,7,,4,2,2,,,2,2,3,2,2,1,3,1,,2,,2,6,,2,2,1,,,1,2,2,1,2,1,2,3,,2,1,5,98,98,98,,98,98,1,98,,1,,2,1,,1,,3,1,1,,3,,,,,1,,12,,4,,2,,,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,,,,,,,,,1,data[411]/data[1],data[411],data[411]/data
412,8.69E+14,2019-04-23T09:59:17.070+05:30,,Haranchandra ucc vidiyala,75,75,,,Kirani ghat,Agarwal dharmsala,3,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,31,31,,6,,4,2,2,,,2,2,3,2,2,1,2,1,,1,,1,2,,2,2,1,,,1,2,2,1,2,1,2,2,,2,1,98,99,98,98,,2,98,1,98,,1,,1,1,,1,,3,2,2,,1,,,,,1,,22,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,,98,2,1,,,,,1,data[412]/data[1],data[412],data[412]/data
413,8.69E+14,2019-04-23T10:23:02.753+05:30,,Haranchandra ucc vidiyala,75,75,,,Kirani ghat,Kohl's gali,4,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,30,30,1,2,60,60,,7,,4,2,2,,,2,2,2,2,2,1,2,1,,2,,2,1,,2,2,1,,,2,3,2,1,2,1,1,2,,2,1,5,98,98,99,,98,98,1,2,,1,,2,1,,1,,98,1,1,,2,,,,,1,,22,,4,,3,,,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,,,,,,98,98,98,1,data[413]/data[1],data[413],data[413]/data
414,8.69E+14,2019-04-23T10:37:11.973+05:30,,Haranchandra ucc vidiyala,75,75,,,Kirani ghat,IDBI Bank,5,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,19,19,2,1,59,59,,12,,5,1,2,,,2,2,3,3,2,1,2,1,,2,,1,3,,2,1,1,,,1,2,2,1,98,1,7,3,,2,1,5,2,98,3,,98,98,1,98,,1,,1,1,,1,,3,1,1,,3,,,,,1,,26,,4,,3,,,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,,,,,,,,,1,data[414]/data[1],data[414],data[414]/data
415,8.69E+14,2019-04-23T10:57:31.294+05:30,,Haranchandra ucc vidiyala,75,75,,,Kirani ghat,Near River side,6,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,20,20,1,2,60,60,,9,,4,2,2,,,2,2,2,2,1,1,3,1,,2,,1,1,,2,2,1,,,1,2,2,1,2,1,1,2,,2,1,5,99,98,3,,98,99,1,98,,1,,2,1,,1,,98,2,2,,1,,,,,1,,23,,4,,2,,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,98,2,1,,,,,1,data[415]/data[1],data[415],data[415]/data
416,8.69E+14,2019-04-23T11:11:47.319+05:30,,Haranchandra ucc vidiyala,75,75,,,Kirani ghat,River side,7,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,20,20,2,1,59,59,,12,,4,2,98,,,2,1,2,1,2,1,3,1,,1,,1,1 13,,2,2,1,,,2,98,2,1,98,2,2,2,,2,1,5,98,98,98,,98,98,1,2,,2,,2,1,,1,,3,1,1,,2,,,,,1,,999,Turi,2,,3,,,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,,,,,,2,2,1,1,data[416]/data[1],data[416],data[416]/data
417,8.69E+14,2019-04-23T11:27:51.392+05:30,,Haranchandra ucc vidiyala,75,75,,,Kirani ghat,Agarwal dharmsala ke opposite,8,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,27,27,2,2,27,27,,7,,5,2,2,,,2,2,1,1,2,1,2,1,,2,,2,1 11,,2,1,1,,,2,98,1,1,2,1,2,2,,2,1,5,98,98,98,,2,98,1,99,,1,,2,1,,1,,4,2,2,,3,,,,,1,,22,,2,,3,,,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,,,,,,,,,1,data[417]/data[1],data[417],data[417]/data
418,8.69E+14,2019-04-23T11:39:51.111+05:30,,Haranchandra ucc vidiyala,75,75,,,Kirani ghat,Agarwal dharmsala ke opposite,9,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,23,23,1,2,59,59,,12,,5,1,2,,,2,2,2,1,2,1,3,1,,2,,1,1,,2,1,1,,,1,3,2,1,2,2,7,2,,2,1,5,98,98,3,,98,98,1,98,,1,,2,1,,1,,4,2,2,,1,,,,,1,,999,Kasera,4,,3,,,1,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,1,2,1,,,,,1,data[418]/data[1],data[418],data[418]/data
419,8.69E+14,2019-04-23T12:18:16.338+05:30,,Haranchandra ucc vidiyala,75,75,,,Sidhiya ghat,Near Hanuman Mandir,10,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,35,35,1,2,24,24,,9,,5,2,2,,,2,2,2,1,3,1,2,1,,2,,2,1,,1,2,1,,,2,2,2,1,2,1,1,3,,2,1,5,2,3,3,,98,98,1,98,,1,,2,1,,1,,4,1,1,,2,,,,,1,,999,Barai,4,,3,,,1,1,2,2,1,2,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,,,,,,98,2,1,1,data[419]/data[1],data[419],data[419]/data
420,8.69E+14,2019-04-23T11:28:41.465+05:30,,Chandrashekhar janta college gangs mahal,71,71,,,Tutwari road,Near devi asthan,1,,Rajesh Kumar 1,11,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,20,20,1,1,59,59,,12,,4,1,2,,,3,3,3,3,3,3,3,3,,1 4,,1,8,,1,2,2,,,1,2,2,2,2,1,3,2,,2,2,5,2,2,3,,98,98,1,98,,1,,1,1,,1,,4,1,1,,1,,,,,1,,24,,4,,3,,,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,,1,2,2,,,,,1,data[420]/data[1],data[420],data[420]/data
421,8.69E+14,2019-04-23T12:08:04.821+05:30,,Chandrasekhar kanya uchcha vidyalaya gangs mahal gaya,71,71,,,Tutwari,Shiv mandir,2,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,20,20,2,1,59,59,,9,,4,1,2,,,2,2,3,3,3,1,3,2,,1 2,,2,8 9,,2,3,1,,,1,2,2,1,2,2,3,2,,2,1,5,2,2,3,,2,2,1,2,,1,,2,1,,1,,3,1,2,,2,,,,,1,,2,,1,,3,,,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,,,,,,1,2,2,1,data[421]/data[1],data[421],data[421]/data
422,8.69E+14,2019-04-23T12:44:58.357+05:30,,Chandrasekhar kanya uchcha vidyalaya gangs mahal,71,71,,,Turtwari,Sheed high school,3,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,59,59,1,2,4,4,,12,,6,1,2,,,1,2,2,3,3,1,2,3,,2 3,,2,5 9,,2,1,1,,,1,2,2,2,2,1,2,2,,2,1,5,2,2,3,,98,98,1,1,,1,,1,4,,1,,4,2,2,,3,,,,,1,,1,,1,,3,,,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,,,,,,,,,1,data[422]/data[1],data[422],data[422]/data
423,8.69E+14,2019-04-23T13:42:35.563+05:30,,Chandrasekhar janta  college,71,71,,,Jhilganj,Pain thank,4,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,40,40,2,2,48,48,,12,,4,1,2,,,2,2,3,2,2,1,2,2,,1 2,,2,8,,2,3,1,,,2,2,2,1,2,1,2,2,,2,1,5,2,3,3,,1,2,1,2,,1,,1,1,,1,,3,2,2,,1,,,,,1,,24,,4,,3,,,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,,1,2,2,,,,,1,data[423]/data[1],data[423],data[423]/data
424,8.69E+14,2019-04-23T14:05:37.813+05:30,,Chandrasekhar janta college chauk road  gaya,71,71,,,Jhilganj,Devi mandir,5,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,40,40,1,2,60,60,,12,,4,1,2,,,2,2,3,2,3,1,3,2,,1 2,,2,9 10,,1,3,1,,,2,2,2,1,2,1,3,2,,2,1,5,2,2,3,,1,2,1,2,,1,,2,1,,99,,2,1,1,,2,,,,,1,,4,,1,,3,,,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,,,,,,2,2,2,1,data[424]/data[1],data[424],data[424]/data
425,8.69E+14,2019-04-23T14:47:32.480+05:30,,Chandrasekhar janta college chowk road gaya,71,71,,,Jhilganj,Devi mandir,6,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,55,55,1,2,60,60,,12,,4,1,2,,,2,2,2,2,3,1,3,2,,2,,2,10,,1,2,1,,,2,2,2,1,1,2,3,3,,2,1,5,2,2,3,,2,2,1,2,,1,,1,4,,1,,4,1,1,,3,,,,,1,,4,,1,,1,,,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,,,,,,,,,1,data[425]/data[1],data[425],data[425]/data
426,8.69E+14,2019-04-23T15:23:02.167+05:30,,Chandrasekhar janta college chowk road gaya,71,71,,,Jhilganj,Kali mandir,7,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,9,,4,1,2,,,2,2,3,2,3,1,3,3,,1 2,,2,8 9,,2,3,1,,,1,2,2,2,2,1,1,1,,2,3,5,2,2,3,,1,2,1,1,,1,,2,1,,1,,4,2,2,,1,,,,,1,,1,,1,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,,1,1,2,,,,,1,data[426]/data[1],data[426],data[426]/data
427,8.69E+14,2019-04-23T15:45:00.739+05:30,,Chandrasekhar janta college chowk road,71,71,,,Jhilganj,Kali mandir,8,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,19,19,1,1,59,59,,8,,4,1,2,,,3,3,3,3,2,1,3,2,,1 2,,2,7 9,,1,2,1,,,1,3,2,1,2,1,3,3,,2,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,3,1,1,,2,,,,,1,,36,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,,,,,,1,2,2,2,data[427]/data[1],data[427],data[427]/data
428,8.69E+14,2019-04-23T09:26:24.177+05:30,,Shamudayek vikash bhaban Karbala ke shamne,36,36,,,Iqbal nagar,Devi sthan,8,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,40,40,2,2,63,63,,2,,4,2,2,,,1,1,2,2,2,1,2,1,,1,,2,8,,2,3,1,,,2,3,2,3,3,2,7,4,,98,98,98,98,98,5,,98,2,1,2,,3,,2,3,,2,,3,1,1,,1,,,,,2,,999,Muslim,1,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,,1,2,1,,,,,1,data[428]/data[1],data[428],data[428]/data
429,8.69E+14,2019-04-23T10:53:32.525+05:30,,Shamudayek vikash bhaban Karbala ke shamne,36,36,,,Ekbal nagar,Mahgid,10,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,23,23,1,2,37,37,,6,,6,2,2,,,1,1,2,2,1,1,2,1,,21,,3,8 9,,2,1,2,,,2,3,2,2,3,1,2,2,,1,98,98,3,98,98,,1,1,2,2,,1,,2,2,,1,,2,2,1,,3,,,,,2,,999,Khan,1,,2,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,1,data[429]/data[1],data[429],data[429]/data
